sku,category,grossValue,maker,name,quantity,highPrecisionQuantity,branchName
SKU82059,Electronics,503.69,BrandE,Desk Lamp,46,48,Main Warehouse
SKU45453,Kitchen,444.63,BrandE,Smartphone,30,432,South Branch
SKU64664,Furniture,765.94,BrandD,Running Shoes,35,537,Central Depot
SKU63943,Toys,199.36,BrandE,Smartphone,70,83,Main Warehouse
SKU58473,Kitchen,520.17,BrandB,Smartphone,24,886,Secondary Warehouse
SKU96666,Clothing,269.16,BrandA,Desk Lamp,72,638,Main Warehouse
SKU70149,Automotive,312.91,BrandC,Running Shoes,29,284,Central Depot
SKU67241,Clothing,233.38,BrandC,Wireless Earbuds,35,994,South Branch
SKU94869,Furniture,499.72,BrandB,Desk Lamp,64,131,Secondary Warehouse
SKU56881,Clothing,834.59,BrandC,Tablet,2,914,Secondary Warehouse
SKU62932,Electronics,468.94,BrandC,Running Shoes,17,185,Main Warehouse
SKU46278,Clothing,380.29,BrandA,Wireless Earbuds,41,1,North Branch
SKU98106,Furniture,207.69,BrandC,Running Shoes,84,697,South Branch
SKU74756,Electronics,571.24,BrandA,Blender,13,920,South Branch
SKU64934,Sports,943.19,BrandD,Office Chair,50,144,South Branch
SKU37543,Beauty,44.17,BrandA,Blender,93,390,North Branch
SKU89864,Electronics,284.13,BrandD,Running Shoes,39,120,Central Depot
SKU26360,Kitchen,730.1,BrandA,Office Chair,5,272,South Branch
SKU12282,Clothing,599.68,BrandE,Gaming Console,41,136,North Branch
SKU44765,Beauty,323.39,BrandE,Laptop,53,223,Central Depot
SKU88610,Sports,260.48,BrandC,Laptop,63,691,North Branch
SKU27488,Sports,372.55,BrandA,Running Shoes,100,391,Central Depot
SKU20850,Electronics,412.89,BrandB,Gaming Console,89,180,Main Warehouse
SKU50733,Sports,541.68,BrandD,Tablet,80,604,Main Warehouse
SKU51133,Clothing,434.1,BrandA,Tablet,73,134,Secondary Warehouse
SKU65417,Electronics,351.72,BrandD,Running Shoes,8,499,Central Depot
SKU94945,Clothing,564.59,BrandD,Headphones,2,457,South Branch
SKU31866,Kitchen,570.57,BrandE,Headphones,73,141,Central Depot
SKU30876,Furniture,519.76,BrandA,Wireless Earbuds,25,412,Central Depot
SKU59102,Sports,602.57,BrandD,Blender,91,911,North Branch
SKU23477,Toys,412.14,BrandA,Smartphone,2,550,Main Warehouse
SKU86879,Toys,518.29,BrandE,Desk Lamp,5,480,Secondary Warehouse
SKU33701,Sports,305.49,BrandA,Wireless Earbuds,82,982,Main Warehouse
SKU46493,Beauty,213,BrandA,Gaming Console,92,813,Secondary Warehouse
SKU46751,Electronics,931.64,BrandA,Laptop,59,833,Central Depot
SKU39582,Clothing,955.42,BrandD,Running Shoes,62,777,Secondary Warehouse
SKU71973,Kitchen,477.37,BrandD,Blender,5,685,Central Depot
SKU10659,Electronics,919.8,BrandD,Office Chair,8,389,North Branch
SKU57566,Kitchen,833.94,BrandE,Gaming Console,13,99,South Branch
SKU17222,Toys,929.05,BrandC,Running Shoes,90,991,Main Warehouse
SKU95942,Clothing,333.72,BrandD,Headphones,25,554,South Branch
SKU72890,Sports,573.75,BrandB,Wireless Earbuds,52,659,Main Warehouse
SKU70388,Beauty,352.8,BrandB,Blender,83,131,Main Warehouse
SKU54963,Electronics,848.81,BrandA,Wireless Earbuds,9,436,Secondary Warehouse
SKU41037,Clothing,808.91,BrandD,Blender,70,553,Secondary Warehouse
SKU94143,Clothing,972.24,BrandE,Wireless Earbuds,56,118,Main Warehouse
SKU32906,Toys,409.86,BrandA,Wireless Earbuds,100,409,Main Warehouse
SKU66272,Electronics,90.55,BrandC,Blender,66,454,Secondary Warehouse
SKU32988,Sports,563.34,BrandA,Wireless Earbuds,35,854,South Branch
SKU79930,Sports,242.96,BrandD,Gaming Console,60,653,South Branch
SKU35110,Clothing,297.7,BrandD,Running Shoes,48,304,Central Depot
SKU97553,Beauty,503.44,BrandE,Smartphone,33,119,South Branch
SKU39772,Clothing,647.38,BrandE,Laptop,20,486,Secondary Warehouse
SKU30956,Beauty,270.47,BrandE,Blender,82,614,Central Depot
SKU63304,Electronics,236.51,BrandC,Desk Lamp,90,771,North Branch
SKU15710,Beauty,64.74,BrandE,Desk Lamp,13,808,South Branch
SKU82652,Electronics,798.88,BrandB,Desk Lamp,92,700,Main Warehouse
SKU37840,Beauty,551.2,BrandB,Desk Lamp,6,359,Secondary Warehouse
SKU80657,Sports,908.42,BrandE,Smartphone,21,144,South Branch
SKU45730,Clothing,682.31,BrandB,Desk Lamp,44,156,Secondary Warehouse
SKU70786,Beauty,970.66,BrandC,Smartphone,31,12,Main Warehouse
SKU66032,Furniture,250.97,BrandB,Headphones,37,77,Secondary Warehouse
SKU40161,Beauty,277.33,BrandE,Blender,63,864,Central Depot
SKU28189,Electronics,21.52,BrandC,Desk Lamp,10,579,Secondary Warehouse
SKU14982,Toys,274,BrandC,Wireless Earbuds,21,372,South Branch
SKU60064,Toys,246.94,BrandD,Tablet,66,806,North Branch
SKU91328,Sports,594.38,BrandD,Wireless Earbuds,96,24,Central Depot
SKU18820,Beauty,781.87,BrandC,Office Chair,24,268,Central Depot
SKU41616,Clothing,45.51,BrandA,Gaming Console,39,881,North Branch
SKU54118,Beauty,785.27,BrandD,Tablet,83,917,Central Depot
SKU56659,Furniture,227.58,BrandD,Headphones,68,734,North Branch
SKU26751,Toys,146.93,BrandC,Blender,91,208,South Branch
SKU85359,Beauty,625.78,BrandE,Office Chair,73,772,North Branch
SKU77912,Sports,859.88,BrandA,Headphones,15,366,South Branch
SKU93115,Beauty,549.18,BrandD,Tablet,50,657,Secondary Warehouse
SKU21343,Beauty,43.31,BrandB,Office Chair,40,992,Central Depot
SKU55388,Kitchen,606.54,BrandB,Tablet,35,838,North Branch
SKU55747,Clothing,200.29,BrandB,Smartphone,3,289,South Branch
SKU47514,Clothing,891.95,BrandD,Headphones,42,219,Main Warehouse
SKU10466,Kitchen,195.98,BrandD,Blender,86,536,South Branch
SKU47474,Furniture,476.38,BrandD,Headphones,69,545,Central Depot
SKU49176,Kitchen,11.58,BrandA,Desk Lamp,11,350,South Branch
SKU96507,Beauty,181.63,BrandC,Desk Lamp,68,301,South Branch
SKU53454,Electronics,350.37,BrandC,Smartphone,87,956,Main Warehouse
SKU78140,Clothing,102.85,BrandA,Gaming Console,62,505,Secondary Warehouse
SKU32525,Beauty,217.91,BrandE,Office Chair,42,698,North Branch
SKU79531,Kitchen,523.6,BrandC,Gaming Console,86,11,Secondary Warehouse
SKU92394,Clothing,818.37,BrandC,Headphones,95,600,South Branch
SKU28177,Sports,659.88,BrandC,Tablet,91,983,North Branch
SKU83367,Electronics,709.33,BrandA,Headphones,22,254,South Branch
SKU78424,Furniture,789.6,BrandD,Tablet,35,579,Secondary Warehouse
SKU37731,Electronics,548.5,BrandB,Tablet,69,18,North Branch
SKU43994,Kitchen,665.59,BrandB,Tablet,15,577,North Branch
SKU43501,Clothing,206.48,BrandB,Running Shoes,61,996,Central Depot
SKU52378,Sports,616.03,BrandE,Smartphone,4,409,North Branch
SKU18498,Toys,75.59,BrandC,Laptop,14,330,Central Depot
SKU39538,Clothing,166.35,BrandC,Laptop,7,882,South Branch
SKU49044,Automotive,212.12,BrandB,Office Chair,79,845,Secondary Warehouse
SKU11477,Clothing,904.67,BrandB,Smartphone,97,767,Central Depot
SKU37843,Toys,196.71,BrandD,Smartphone,85,400,South Branch
SKU13711,Electronics,794.49,BrandA,Tablet,26,782,North Branch
SKU22053,Sports,151.89,BrandD,Headphones,78,102,North Branch
SKU77296,Clothing,739,BrandE,Headphones,14,557,Secondary Warehouse
SKU76188,Sports,781.57,BrandA,Desk Lamp,28,848,Main Warehouse
SKU18849,Kitchen,63.56,BrandA,Desk Lamp,56,955,Central Depot
SKU86890,Beauty,313.4,BrandB,Gaming Console,90,605,Central Depot
SKU18831,Electronics,378.07,BrandC,Running Shoes,10,670,South Branch
SKU37666,Clothing,996.59,BrandC,Wireless Earbuds,50,952,North Branch
SKU64915,Sports,324.03,BrandE,Wireless Earbuds,35,126,Main Warehouse
SKU71219,Clothing,730.53,BrandC,Desk Lamp,53,458,North Branch
SKU91411,Beauty,131.54,BrandB,Headphones,19,598,North Branch
SKU61136,Beauty,185.41,BrandA,Headphones,75,971,North Branch
SKU17422,Electronics,337.75,BrandC,Desk Lamp,68,915,Secondary Warehouse
SKU35473,Toys,522.85,BrandD,Laptop,86,810,Main Warehouse
SKU93690,Automotive,716.31,BrandC,Blender,46,142,North Branch
SKU38394,Clothing,169.13,BrandA,Tablet,45,931,North Branch
SKU96780,Clothing,252.21,BrandA,Running Shoes,24,411,South Branch
SKU79808,Sports,889.59,BrandA,Office Chair,80,443,North Branch
SKU74487,Clothing,103.01,BrandE,Tablet,62,263,North Branch
SKU25580,Sports,507.42,BrandD,Smartphone,88,130,North Branch
SKU35655,Clothing,625.73,BrandB,Office Chair,83,365,Central Depot
SKU94826,Kitchen,664.92,BrandD,Desk Lamp,66,862,North Branch
SKU36457,Electronics,770.38,BrandE,Wireless Earbuds,46,809,Secondary Warehouse
SKU43224,Toys,488.71,BrandA,Headphones,48,279,South Branch
SKU51364,Clothing,524.58,BrandB,Blender,92,203,Central Depot
SKU49068,Furniture,340.4,BrandD,Laptop,49,414,Secondary Warehouse
SKU38727,Electronics,33.96,BrandD,Wireless Earbuds,25,425,Secondary Warehouse
SKU84938,Toys,389.25,BrandC,Smartphone,88,988,Central Depot
SKU61989,Sports,872.44,BrandB,Wireless Earbuds,43,349,South Branch
SKU10810,Furniture,983.11,BrandB,Desk Lamp,97,840,South Branch
SKU95597,Sports,193.92,BrandC,Wireless Earbuds,49,828,South Branch
SKU34985,Automotive,870.12,BrandC,Desk Lamp,92,128,Main Warehouse
SKU14232,Furniture,599.43,BrandA,Desk Lamp,97,481,Main Warehouse
SKU95098,Electronics,624.78,BrandE,Smartphone,59,456,Main Warehouse
SKU18707,Furniture,634.23,BrandE,Wireless Earbuds,18,409,Central Depot
SKU97310,Toys,303.74,BrandA,Tablet,33,510,Central Depot
SKU30338,Electronics,783.18,BrandD,Gaming Console,60,125,Secondary Warehouse
SKU23344,Sports,35.91,BrandE,Laptop,78,848,North Branch
SKU45496,Beauty,54.09,BrandE,Blender,54,641,South Branch
SKU98826,Clothing,82.57,BrandE,Headphones,88,911,Secondary Warehouse
SKU43535,Automotive,168.55,BrandE,Laptop,6,584,South Branch
SKU53174,Furniture,30.65,BrandD,Desk Lamp,77,257,Secondary Warehouse
SKU71054,Electronics,21.08,BrandE,Wireless Earbuds,86,660,Central Depot
SKU58062,Clothing,19.73,BrandA,Headphones,61,146,Central Depot
SKU55902,Toys,52.86,BrandB,Office Chair,53,452,Main Warehouse
SKU89953,Sports,49.14,BrandA,Smartphone,100,27,South Branch
SKU17762,Sports,626.77,BrandD,Headphones,3,537,North Branch
SKU96745,Sports,664.59,BrandB,Wireless Earbuds,38,305,South Branch
SKU99028,Clothing,937.22,BrandA,Gaming Console,85,623,North Branch
SKU27267,Toys,805.04,BrandA,Smartphone,58,872,North Branch
SKU39255,Kitchen,744.73,BrandE,Laptop,20,967,North Branch
SKU92302,Kitchen,689.72,BrandB,Tablet,41,452,North Branch
SKU38280,Toys,658.2,BrandA,Tablet,71,958,South Branch
SKU26212,Electronics,284.04,BrandC,Tablet,45,604,Secondary Warehouse
SKU54198,Beauty,170.63,BrandB,Gaming Console,24,452,Central Depot
SKU45686,Clothing,86.05,BrandD,Smartphone,95,246,Secondary Warehouse
SKU74064,Electronics,45.4,BrandD,Desk Lamp,87,711,South Branch
SKU95749,Beauty,529.75,BrandD,Tablet,66,829,Secondary Warehouse
SKU80749,Furniture,325.39,BrandB,Wireless Earbuds,1,987,Main Warehouse
SKU16538,Sports,75.26,BrandC,Wireless Earbuds,89,415,Main Warehouse
SKU17167,Clothing,901.93,BrandE,Wireless Earbuds,71,774,North Branch
SKU78340,Toys,891.4,BrandB,Tablet,7,359,North Branch
SKU31622,Clothing,156.86,BrandD,Wireless Earbuds,23,686,South Branch
SKU74346,Sports,144.72,BrandC,Desk Lamp,49,195,South Branch
SKU39195,Sports,236.2,BrandA,Tablet,55,852,Main Warehouse
SKU49920,Toys,514.25,BrandE,Office Chair,49,235,North Branch
SKU23165,Toys,62.98,BrandE,Desk Lamp,76,982,Main Warehouse
SKU94284,Furniture,173.61,BrandE,Wireless Earbuds,78,76,Central Depot
SKU69744,Furniture,423.31,BrandB,Desk Lamp,58,223,Central Depot
SKU90443,Electronics,100.1,BrandD,Smartphone,34,730,Secondary Warehouse
SKU65634,Electronics,64.08,BrandD,Tablet,26,915,Main Warehouse
SKU80058,Beauty,691.23,BrandC,Laptop,28,599,Central Depot
SKU32973,Electronics,515.07,BrandE,Office Chair,68,137,Secondary Warehouse
SKU43915,Beauty,983.56,BrandE,Desk Lamp,66,548,Main Warehouse
SKU96456,Automotive,319.58,BrandC,Office Chair,70,900,Central Depot
SKU15219,Automotive,352.48,BrandB,Laptop,37,268,South Branch
SKU34122,Toys,460.42,BrandB,Office Chair,37,545,Main Warehouse
SKU49717,Beauty,862.99,BrandC,Blender,4,836,North Branch
SKU29564,Electronics,247.29,BrandD,Desk Lamp,32,683,Central Depot
SKU68538,Electronics,152.24,BrandA,Blender,14,106,South Branch
SKU47015,Electronics,550.09,BrandE,Wireless Earbuds,35,587,South Branch
SKU71913,Toys,433.07,BrandC,Headphones,33,202,South Branch
SKU42883,Sports,621.85,BrandE,Headphones,74,847,South Branch
SKU47229,Sports,772.39,BrandC,Blender,28,587,South Branch
SKU56118,Electronics,926.27,BrandD,Headphones,60,766,North Branch
SKU15969,Kitchen,486.67,BrandA,Running Shoes,3,232,Secondary Warehouse
SKU40972,Toys,532.48,BrandC,Laptop,53,537,North Branch
SKU29122,Toys,743.09,BrandA,Desk Lamp,55,38,Secondary Warehouse
SKU22373,Beauty,938.92,BrandA,Smartphone,16,448,Main Warehouse
SKU66326,Clothing,791.01,BrandC,Laptop,67,455,North Branch
SKU34639,Beauty,490.61,BrandC,Desk Lamp,44,356,North Branch
SKU38414,Sports,323.44,BrandC,Blender,84,395,Main Warehouse
SKU42218,Electronics,843.34,BrandE,Desk Lamp,97,246,Central Depot
SKU32218,Kitchen,329.51,BrandD,Headphones,7,183,Main Warehouse
SKU83561,Kitchen,934.34,BrandA,Running Shoes,59,236,Central Depot
SKU72345,Kitchen,595.86,BrandE,Smartphone,95,594,Main Warehouse
SKU45075,Sports,174.73,BrandD,Gaming Console,32,451,North Branch
SKU61206,Clothing,846.41,BrandE,Tablet,18,95,South Branch
SKU66805,Electronics,858.68,BrandB,Smartphone,53,623,Main Warehouse
SKU97984,Furniture,959.34,BrandE,Headphones,57,139,Secondary Warehouse
SKU18155,Automotive,545.43,BrandC,Blender,28,574,Secondary Warehouse
SKU14419,Sports,652.34,BrandE,Desk Lamp,1,402,Central Depot
SKU69743,Toys,930.25,BrandB,Running Shoes,38,103,Central Depot
SKU24459,Kitchen,981.05,BrandB,Gaming Console,56,182,Secondary Warehouse
SKU44553,Automotive,231.11,BrandC,Gaming Console,16,441,Main Warehouse
SKU38617,Toys,540,BrandE,Laptop,54,827,Main Warehouse
SKU86645,Beauty,861.71,BrandA,Tablet,8,389,Central Depot
SKU82230,Clothing,668.55,BrandD,Headphones,52,176,South Branch
SKU65247,Beauty,486.32,BrandB,Smartphone,6,524,Main Warehouse
SKU67742,Kitchen,82.54,BrandB,Wireless Earbuds,55,792,North Branch
SKU86481,Toys,582.08,BrandC,Gaming Console,100,66,Central Depot
SKU48689,Beauty,517.21,BrandD,Office Chair,55,949,Secondary Warehouse
SKU10505,Sports,577.98,BrandE,Wireless Earbuds,19,237,Central Depot
SKU75870,Kitchen,120.4,BrandD,Tablet,66,722,Secondary Warehouse
SKU39151,Furniture,295.68,BrandD,Tablet,11,420,North Branch
SKU17191,Automotive,238.34,BrandC,Blender,68,929,North Branch
SKU90086,Electronics,970.92,BrandE,Headphones,29,983,South Branch
SKU46835,Beauty,797.4,BrandD,Wireless Earbuds,37,542,Main Warehouse
SKU57226,Toys,267.28,BrandB,Laptop,77,562,Central Depot
SKU94973,Furniture,893.32,BrandB,Headphones,44,596,Secondary Warehouse
SKU62129,Toys,956.39,BrandA,Headphones,70,57,Secondary Warehouse
SKU17967,Beauty,503.69,BrandE,Smartphone,59,742,Main Warehouse
SKU52087,Furniture,470.89,BrandE,Running Shoes,46,721,North Branch
SKU86270,Furniture,876.53,BrandD,Desk Lamp,23,173,Secondary Warehouse
SKU61645,Electronics,820.45,BrandB,Running Shoes,90,587,Central Depot
SKU99600,Kitchen,867.29,BrandB,Running Shoes,9,435,Central Depot
SKU16312,Furniture,273.35,BrandC,Desk Lamp,97,763,Central Depot
SKU59890,Furniture,299.09,BrandE,Desk Lamp,9,544,Secondary Warehouse
SKU72402,Beauty,426.59,BrandA,Blender,74,633,Main Warehouse
SKU92217,Kitchen,705.97,BrandB,Desk Lamp,35,612,North Branch
SKU29032,Furniture,622.54,BrandC,Blender,93,198,Main Warehouse
SKU72253,Furniture,737.52,BrandE,Blender,76,489,Central Depot
SKU29977,Sports,786.47,BrandB,Wireless Earbuds,24,33,Main Warehouse
SKU63050,Sports,923.52,BrandA,Headphones,80,560,South Branch
SKU95253,Furniture,377.96,BrandE,Tablet,66,823,North Branch
SKU37089,Automotive,301.75,BrandA,Running Shoes,32,496,South Branch
SKU75411,Beauty,616.02,BrandE,Headphones,87,658,Main Warehouse
SKU31558,Sports,69.97,BrandE,Wireless Earbuds,23,37,Central Depot
SKU80701,Automotive,458.21,BrandC,Desk Lamp,90,826,Central Depot
SKU98969,Sports,608.27,BrandD,Office Chair,20,477,Secondary Warehouse
SKU17328,Sports,677.61,BrandD,Gaming Console,27,886,North Branch
SKU62945,Kitchen,125.88,BrandC,Desk Lamp,23,107,Central Depot
SKU56393,Furniture,276.51,BrandD,Wireless Earbuds,97,220,North Branch
SKU36717,Sports,52.87,BrandA,Laptop,44,2,Main Warehouse
SKU70098,Automotive,309.94,BrandC,Desk Lamp,57,569,South Branch
SKU53939,Toys,369.04,BrandE,Laptop,76,786,Main Warehouse
SKU36466,Beauty,301.94,BrandE,Smartphone,90,729,North Branch
SKU33415,Furniture,153,BrandB,Wireless Earbuds,84,106,Secondary Warehouse
SKU80117,Electronics,550.8,BrandB,Laptop,85,343,South Branch
SKU29445,Furniture,526.32,BrandC,Running Shoes,42,414,Secondary Warehouse
SKU87773,Electronics,579.8,BrandE,Wireless Earbuds,86,413,Secondary Warehouse
SKU54561,Sports,434.83,BrandA,Running Shoes,74,831,North Branch
SKU79162,Beauty,753.98,BrandB,Tablet,12,29,South Branch
SKU55116,Sports,292,BrandD,Smartphone,25,944,Main Warehouse
SKU57415,Kitchen,756.25,BrandB,Laptop,91,519,North Branch
SKU39627,Clothing,112.38,BrandC,Smartphone,11,169,Secondary Warehouse
SKU75396,Clothing,13.26,BrandC,Office Chair,1,298,North Branch
SKU97373,Clothing,201.51,BrandE,Gaming Console,64,163,North Branch
SKU31978,Sports,371.57,BrandC,Gaming Console,59,550,South Branch
SKU74942,Automotive,936.34,BrandD,Wireless Earbuds,59,771,Secondary Warehouse
SKU97257,Sports,403.52,BrandB,Tablet,98,742,Main Warehouse
SKU38715,Kitchen,521.33,BrandC,Wireless Earbuds,26,728,North Branch
SKU37603,Electronics,598.69,BrandB,Desk Lamp,51,21,Secondary Warehouse
SKU53812,Furniture,586.82,BrandC,Tablet,76,166,Central Depot
SKU16298,Sports,777.05,BrandA,Gaming Console,96,153,Central Depot
SKU99461,Toys,588.25,BrandE,Blender,62,453,South Branch
SKU45016,Electronics,232.28,BrandC,Blender,10,795,North Branch
SKU97819,Beauty,131.07,BrandA,Tablet,42,242,North Branch
SKU17092,Kitchen,966.72,BrandB,Office Chair,44,819,Central Depot
SKU22651,Toys,319.34,BrandC,Gaming Console,27,540,North Branch
SKU68656,Automotive,82.64,BrandC,Tablet,71,945,North Branch
SKU13833,Electronics,404.42,BrandC,Smartphone,11,909,Central Depot
SKU57334,Beauty,361.21,BrandE,Headphones,34,588,South Branch
SKU12669,Furniture,138.64,BrandB,Running Shoes,97,361,Secondary Warehouse
SKU74279,Sports,473.53,BrandB,Tablet,1,350,North Branch
SKU37346,Clothing,286.81,BrandC,Smartphone,8,633,Secondary Warehouse
SKU73723,Sports,252.11,BrandB,Laptop,3,287,South Branch
SKU42438,Toys,86.53,BrandB,Office Chair,30,650,Main Warehouse
SKU66575,Electronics,351.59,BrandA,Office Chair,81,262,Main Warehouse
SKU31049,Clothing,664.68,BrandD,Wireless Earbuds,55,337,South Branch
SKU19855,Toys,293.07,BrandE,Laptop,89,661,North Branch
SKU17757,Sports,666.04,BrandD,Laptop,56,68,North Branch
SKU58764,Beauty,203.9,BrandD,Tablet,51,226,Main Warehouse
SKU92308,Clothing,80.52,BrandE,Tablet,35,381,South Branch
SKU72360,Furniture,190.69,BrandD,Desk Lamp,20,794,Main Warehouse
SKU84382,Furniture,808.87,BrandE,Tablet,48,741,Main Warehouse
SKU38166,Sports,715.43,BrandA,Office Chair,33,228,Main Warehouse
SKU32310,Sports,880.21,BrandA,Smartphone,54,133,Secondary Warehouse
SKU40161,Electronics,964.27,BrandA,Headphones,66,638,South Branch
SKU59582,Sports,100.56,BrandB,Laptop,98,256,Secondary Warehouse
SKU86134,Sports,608.47,BrandD,Tablet,99,499,South Branch
SKU38163,Automotive,539.29,BrandE,Wireless Earbuds,38,368,South Branch
SKU21322,Kitchen,982.5,BrandC,Blender,43,903,North Branch
SKU62687,Beauty,621.52,BrandB,Headphones,15,690,Secondary Warehouse
SKU88858,Furniture,464.95,BrandD,Running Shoes,96,79,Secondary Warehouse
SKU47277,Sports,468.98,BrandD,Running Shoes,85,473,South Branch
SKU42713,Sports,829.33,BrandA,Headphones,27,324,South Branch
SKU33921,Beauty,287.74,BrandB,Smartphone,29,435,Main Warehouse
SKU28630,Toys,476.82,BrandE,Gaming Console,80,563,Secondary Warehouse
SKU80075,Furniture,405.32,BrandA,Tablet,31,674,South Branch
SKU46159,Sports,279.18,BrandC,Gaming Console,61,675,South Branch
SKU26881,Electronics,113.69,BrandB,Office Chair,92,267,Central Depot
SKU45200,Kitchen,688.92,BrandE,Laptop,99,777,Central Depot
SKU60642,Sports,594.41,BrandB,Desk Lamp,20,145,Central Depot
SKU20559,Automotive,855.91,BrandC,Desk Lamp,79,392,Main Warehouse
SKU92666,Kitchen,597.99,BrandA,Blender,14,935,North Branch
SKU11298,Electronics,320.1,BrandE,Running Shoes,84,216,South Branch
SKU19131,Toys,713.21,BrandB,Running Shoes,74,839,Secondary Warehouse
SKU94413,Kitchen,945.05,BrandA,Blender,11,623,Main Warehouse
SKU43976,Kitchen,130.78,BrandA,Blender,71,77,Central Depot
SKU43901,Beauty,34.14,BrandC,Headphones,53,167,Secondary Warehouse
SKU11963,Toys,41.33,BrandA,Desk Lamp,29,96,Main Warehouse
SKU42843,Beauty,848.05,BrandE,Wireless Earbuds,22,367,Secondary Warehouse
SKU90772,Furniture,807.51,BrandC,Blender,97,866,North Branch
SKU74074,Kitchen,320.17,BrandE,Laptop,12,204,Main Warehouse
SKU11399,Electronics,753.95,BrandC,Smartphone,53,681,Central Depot
SKU93466,Automotive,368.4,BrandD,Blender,4,123,South Branch
SKU47056,Electronics,762.03,BrandB,Smartphone,10,805,Main Warehouse
SKU14163,Electronics,276.57,BrandE,Gaming Console,99,60,Secondary Warehouse
SKU73060,Electronics,137.27,BrandD,Gaming Console,95,259,Secondary Warehouse
SKU70260,Electronics,15.93,BrandB,Wireless Earbuds,57,935,South Branch
SKU63558,Electronics,947.38,BrandD,Headphones,11,493,Main Warehouse
SKU80616,Toys,496.34,BrandD,Headphones,15,193,Central Depot
SKU26302,Automotive,598.33,BrandE,Desk Lamp,5,45,Central Depot
SKU28136,Sports,217.79,BrandC,Desk Lamp,21,30,South Branch
SKU35908,Toys,883.58,BrandA,Blender,81,657,Central Depot
SKU58099,Sports,66.47,BrandA,Laptop,88,687,Central Depot
SKU23396,Sports,84.01,BrandE,Headphones,81,938,Secondary Warehouse
SKU63506,Furniture,291.87,BrandB,Running Shoes,4,423,Main Warehouse
SKU53373,Clothing,355.9,BrandC,Tablet,69,31,Central Depot
SKU98742,Electronics,669.22,BrandB,Desk Lamp,62,846,Secondary Warehouse
SKU93540,Furniture,186.65,BrandB,Gaming Console,46,281,Main Warehouse
SKU35329,Furniture,183.84,BrandE,Headphones,90,211,Central Depot
SKU30872,Sports,33.83,BrandA,Office Chair,84,84,South Branch
SKU17741,Beauty,368.5,BrandE,Desk Lamp,75,998,Secondary Warehouse
SKU35263,Sports,536.19,BrandE,Laptop,15,372,North Branch
SKU20531,Beauty,432.64,BrandE,Running Shoes,66,9,Secondary Warehouse
SKU20343,Kitchen,212.02,BrandB,Tablet,62,211,South Branch
SKU30608,Electronics,908.29,BrandE,Tablet,23,504,Main Warehouse
SKU54994,Clothing,758.02,BrandC,Laptop,61,346,North Branch
SKU18551,Clothing,508.49,BrandE,Desk Lamp,21,321,Secondary Warehouse
SKU35874,Electronics,600.75,BrandB,Desk Lamp,82,649,Central Depot
SKU42733,Electronics,504.78,BrandC,Smartphone,69,180,Main Warehouse
SKU84498,Automotive,894.55,BrandA,Laptop,43,300,Main Warehouse
SKU43082,Electronics,46.18,BrandA,Headphones,92,444,Central Depot
SKU56613,Kitchen,162.86,BrandA,Laptop,16,321,Secondary Warehouse
SKU51147,Automotive,160.17,BrandC,Desk Lamp,58,282,Main Warehouse
SKU71165,Clothing,888.33,BrandC,Tablet,70,270,Secondary Warehouse
SKU77655,Beauty,242.47,BrandE,Blender,42,220,North Branch
SKU61176,Kitchen,324.47,BrandB,Wireless Earbuds,98,681,North Branch
SKU48291,Kitchen,841.51,BrandD,Running Shoes,60,156,South Branch
SKU44049,Electronics,541.38,BrandA,Gaming Console,60,93,Secondary Warehouse
SKU64033,Toys,395.8,BrandD,Laptop,13,110,South Branch
SKU19562,Furniture,809.96,BrandA,Wireless Earbuds,71,216,Secondary Warehouse
SKU23191,Furniture,850.8,BrandD,Laptop,31,875,Main Warehouse
SKU98777,Furniture,945.16,BrandA,Blender,27,580,Main Warehouse
SKU65277,Kitchen,305.83,BrandD,Desk Lamp,54,403,South Branch
SKU18528,Clothing,534.13,BrandD,Laptop,85,64,Central Depot
SKU51411,Clothing,873.17,BrandD,Smartphone,49,367,Secondary Warehouse
SKU43919,Beauty,554.19,BrandC,Headphones,91,364,Central Depot
SKU44676,Furniture,354.49,BrandA,Blender,59,334,Central Depot
SKU98463,Toys,327.28,BrandD,Smartphone,85,245,Central Depot
SKU65846,Furniture,838.93,BrandC,Smartphone,33,516,South Branch
SKU23420,Automotive,94.8,BrandA,Smartphone,2,452,South Branch
SKU86895,Furniture,540.12,BrandE,Laptop,61,350,North Branch
SKU54095,Automotive,824.56,BrandB,Desk Lamp,39,431,Secondary Warehouse
SKU71726,Toys,810.71,BrandD,Tablet,32,51,Secondary Warehouse
SKU24578,Automotive,452.86,BrandC,Office Chair,38,842,Central Depot
SKU30517,Kitchen,418.37,BrandD,Smartphone,29,283,Secondary Warehouse
SKU28370,Furniture,909.54,BrandB,Tablet,12,205,Secondary Warehouse
SKU89465,Toys,147.95,BrandA,Smartphone,64,162,Main Warehouse
SKU24876,Beauty,732.94,BrandE,Tablet,37,980,Secondary Warehouse
SKU74344,Sports,861.12,BrandC,Gaming Console,93,878,North Branch
SKU91095,Electronics,842.17,BrandD,Headphones,30,592,Central Depot
SKU23364,Sports,411.44,BrandC,Running Shoes,57,130,Main Warehouse
SKU22927,Automotive,743.65,BrandC,Headphones,48,227,Main Warehouse
SKU96396,Sports,18.6,BrandE,Running Shoes,53,890,Central Depot
