id,key,value
26265,SpecialOffer,WinterSale2024
26266,MembershipLevel,Silver
26267,PriorityCustomer,Yes
26268,DiscountApplied,40%
26269,SpecialOffer,WinterSale2024
26270,PriorityCustomer,Yes
26271,PriorityCustomer,No
26272,DiscountApplied,20%
26273,DiscountApplied,40%
26274,SpecialOffer,HolidaySale2024
26275,PriorityCustomer,Yes
26276,DiscountApplied,40%
26277,MembershipLevel,Silver
26278,MembershipLevel,Gold
26279,SpecialOffer,WinterSale2024
26280,DiscountApplied,40%
26281,SpecialOffer,HolidaySale2024
26282,PriorityCustomer,Yes
26283,MembershipLevel,Silver
26284,DiscountApplied,40%
26285,MembershipLevel,Bronze
26286,PriorityCustomer,No
26287,MembershipLevel,Platinum
26288,MembershipLevel,Bronze
26289,PriorityCustomer,Yes
26290,MembershipLevel,Platinum
26291,DiscountApplied,40%
26292,DiscountApplied,40%
26293,SpecialOffer,SpringSale2024
26294,SpecialOffer,SummerSale2024
26295,MembershipLevel,Gold
26296,SpecialOffer,SummerSale2024
26297,SpecialOffer,HolidaySale2024
26298,PriorityCustomer,Yes
26299,MembershipLevel,Bronze
26300,DiscountApplied,10%
26301,MembershipLevel,Bronze
26302,PriorityCustomer,No
26303,SpecialOffer,SpringSale2024
26304,MembershipLevel,Bronze
26305,MembershipLevel,Platinum
26306,SpecialOffer,WinterSale2024
26307,SpecialOffer,SpringSale2024
26308,PriorityCustomer,No
26309,SpecialOffer,WinterSale2024
26310,SpecialOffer,WinterSale2024
26311,SpecialOffer,SpringSale2024
26312,PriorityCustomer,No
26313,MembershipLevel,Gold
26314,DiscountApplied,10%
26315,SpecialOffer,HolidaySale2024
26316,SpecialOffer,WinterSale2024
26317,MembershipLevel,Bronze
26318,MembershipLevel,Bronze
26319,SpecialOffer,SpringSale2024
26320,SpecialOffer,WinterSale2024
26321,DiscountApplied,30%
26322,DiscountApplied,40%
26323,SpecialOffer,HolidaySale2024
26324,SpecialOffer,SummerSale2024
26325,PriorityCustomer,No
26326,PriorityCustomer,Yes
26327,SpecialOffer,SummerSale2024
26328,PriorityCustomer,No
26329,MembershipLevel,Silver
26330,MembershipLevel,Gold
26331,DiscountApplied,30%
26332,MembershipLevel,Silver
26333,PriorityCustomer,Yes
26334,SpecialOffer,SummerSale2024
26335,SpecialOffer,WinterSale2024
26336,DiscountApplied,20%
26337,PriorityCustomer,Yes
26338,MembershipLevel,Silver
26339,SpecialOffer,HolidaySale2024
26340,SpecialOffer,HolidaySale2024
26341,DiscountApplied,40%
26342,DiscountApplied,30%
26343,SpecialOffer,HolidaySale2024
26344,SpecialOffer,SpringSale2024
26345,DiscountApplied,10%
26346,PriorityCustomer,Yes
26347,MembershipLevel,Platinum
26348,SpecialOffer,HolidaySale2024
26349,SpecialOffer,SpringSale2024
26350,PriorityCustomer,No
26351,MembershipLevel,Gold
26352,SpecialOffer,SummerSale2024
26353,SpecialOffer,WinterSale2024
26354,DiscountApplied,20%
26355,DiscountApplied,10%
26356,DiscountApplied,10%
26357,MembershipLevel,Gold
26358,SpecialOffer,SpringSale2024
26359,MembershipLevel,Silver
26360,PriorityCustomer,No
26361,DiscountApplied,10%
26362,DiscountApplied,10%
26363,PriorityCustomer,Yes
26364,MembershipLevel,Gold
26365,DiscountApplied,30%
26366,MembershipLevel,Gold
26367,SpecialOffer,SpringSale2024
26368,PriorityCustomer,Yes
26369,DiscountApplied,40%
26370,DiscountApplied,40%
26371,DiscountApplied,30%
26372,MembershipLevel,Gold
26373,MembershipLevel,Gold
26374,DiscountApplied,20%
26375,SpecialOffer,SummerSale2024
26376,DiscountApplied,10%
26377,DiscountApplied,20%
26378,MembershipLevel,Bronze
26379,PriorityCustomer,No
26380,MembershipLevel,Platinum
26381,SpecialOffer,WinterSale2024
26382,MembershipLevel,Platinum
26383,MembershipLevel,Gold
26384,PriorityCustomer,No
26385,DiscountApplied,10%
26386,DiscountApplied,10%
26387,DiscountApplied,20%
26388,SpecialOffer,WinterSale2024
26389,DiscountApplied,30%
26390,MembershipLevel,Platinum
26391,DiscountApplied,20%
26392,PriorityCustomer,No
26393,DiscountApplied,10%
26394,PriorityCustomer,Yes
26395,SpecialOffer,SummerSale2024
26396,MembershipLevel,Silver
26397,SpecialOffer,SummerSale2024
26398,PriorityCustomer,No
26399,DiscountApplied,20%
26400,DiscountApplied,30%
26401,MembershipLevel,Silver
26402,MembershipLevel,Bronze
26403,MembershipLevel,Bronze
26404,PriorityCustomer,No
26405,SpecialOffer,SpringSale2024
26406,MembershipLevel,Bronze
26407,MembershipLevel,Silver
26408,DiscountApplied,40%
26409,PriorityCustomer,Yes
26410,DiscountApplied,30%
26411,PriorityCustomer,No
26412,PriorityCustomer,Yes
26413,DiscountApplied,10%
26414,DiscountApplied,10%
26415,SpecialOffer,SpringSale2024
26416,SpecialOffer,WinterSale2024
26417,PriorityCustomer,Yes
26418,PriorityCustomer,No
26419,MembershipLevel,Bronze
26420,MembershipLevel,Gold
26421,SpecialOffer,HolidaySale2024
26422,MembershipLevel,Platinum
26423,SpecialOffer,SpringSale2024
26424,PriorityCustomer,Yes
26425,MembershipLevel,Silver
26426,PriorityCustomer,No
26427,SpecialOffer,SummerSale2024
26428,SpecialOffer,HolidaySale2024
26429,PriorityCustomer,Yes
26430,PriorityCustomer,No
26431,MembershipLevel,Platinum
26432,DiscountApplied,40%
26433,PriorityCustomer,Yes
26434,MembershipLevel,Gold
26435,DiscountApplied,10%
26436,DiscountApplied,30%
26437,MembershipLevel,Platinum
26438,PriorityCustomer,Yes
26439,SpecialOffer,SpringSale2024
26440,DiscountApplied,40%
26441,SpecialOffer,HolidaySale2024
26442,MembershipLevel,Silver
26443,MembershipLevel,Silver
26444,SpecialOffer,SpringSale2024
26445,PriorityCustomer,Yes
26446,DiscountApplied,30%
26447,PriorityCustomer,Yes
26448,SpecialOffer,WinterSale2024
26449,MembershipLevel,Gold
26450,MembershipLevel,Bronze
26451,MembershipLevel,Platinum
26452,SpecialOffer,SpringSale2024
26453,SpecialOffer,SpringSale2024
26454,SpecialOffer,WinterSale2024
26455,SpecialOffer,HolidaySale2024
26456,SpecialOffer,SummerSale2024
26457,MembershipLevel,Platinum
26458,DiscountApplied,40%
26459,DiscountApplied,20%
26460,MembershipLevel,Platinum
26461,MembershipLevel,Gold
26462,SpecialOffer,SummerSale2024
26463,SpecialOffer,SpringSale2024
26464,DiscountApplied,30%
26465,DiscountApplied,10%
26466,SpecialOffer,WinterSale2024
26467,PriorityCustomer,Yes
26468,PriorityCustomer,No
26469,DiscountApplied,20%
26470,SpecialOffer,SummerSale2024
26471,MembershipLevel,Gold
26472,MembershipLevel,Platinum
26473,MembershipLevel,Bronze
26474,MembershipLevel,Platinum
26475,DiscountApplied,10%
26476,DiscountApplied,10%
26477,MembershipLevel,Gold
26478,DiscountApplied,20%
26479,DiscountApplied,10%
26480,SpecialOffer,SpringSale2024
26481,SpecialOffer,SpringSale2024
26482,SpecialOffer,SummerSale2024
26483,PriorityCustomer,No
26484,DiscountApplied,40%
26485,SpecialOffer,SpringSale2024
26486,MembershipLevel,Silver
26487,PriorityCustomer,No
26488,SpecialOffer,SpringSale2024
26489,SpecialOffer,SpringSale2024
26490,PriorityCustomer,No
26491,MembershipLevel,Bronze
26492,PriorityCustomer,No
26493,SpecialOffer,WinterSale2024
26494,SpecialOffer,SpringSale2024
26495,SpecialOffer,SpringSale2024
26496,SpecialOffer,HolidaySale2024
26497,DiscountApplied,40%
26498,DiscountApplied,40%
26499,MembershipLevel,Gold
26500,PriorityCustomer,Yes
26501,MembershipLevel,Silver
26502,MembershipLevel,Gold
26503,MembershipLevel,Platinum
26504,PriorityCustomer,No
26505,SpecialOffer,WinterSale2024
26506,SpecialOffer,WinterSale2024
26507,MembershipLevel,Gold
26508,MembershipLevel,Platinum
26509,PriorityCustomer,Yes
26510,MembershipLevel,Gold
26511,SpecialOffer,WinterSale2024
26512,PriorityCustomer,No
26513,SpecialOffer,HolidaySale2024
26514,DiscountApplied,40%
26515,SpecialOffer,HolidaySale2024
26516,SpecialOffer,HolidaySale2024
26517,SpecialOffer,WinterSale2024
26518,DiscountApplied,40%
26519,PriorityCustomer,No
26520,DiscountApplied,40%
26521,SpecialOffer,SpringSale2024
26522,MembershipLevel,Gold
26523,SpecialOffer,WinterSale2024
26524,DiscountApplied,40%
26525,MembershipLevel,Bronze
26526,DiscountApplied,30%
26527,DiscountApplied,40%
26528,DiscountApplied,10%
26529,PriorityCustomer,No
26530,MembershipLevel,Gold
26531,PriorityCustomer,Yes
26532,SpecialOffer,SummerSale2024
26533,DiscountApplied,40%
26534,PriorityCustomer,Yes
26535,SpecialOffer,SummerSale2024
26536,SpecialOffer,HolidaySale2024
26537,PriorityCustomer,Yes
26538,MembershipLevel,Bronze
26539,SpecialOffer,SummerSale2024
26540,MembershipLevel,Bronze
26541,PriorityCustomer,No
26542,DiscountApplied,40%
26543,PriorityCustomer,Yes
26544,SpecialOffer,HolidaySale2024
26545,PriorityCustomer,No
26546,SpecialOffer,SummerSale2024
26547,SpecialOffer,HolidaySale2024
26548,PriorityCustomer,No
26549,DiscountApplied,40%
26550,MembershipLevel,Silver
26551,DiscountApplied,20%
26552,SpecialOffer,WinterSale2024
26553,MembershipLevel,Silver
26554,DiscountApplied,40%
26555,SpecialOffer,HolidaySale2024
26556,SpecialOffer,HolidaySale2024
26557,DiscountApplied,40%
26558,SpecialOffer,SpringSale2024
26559,SpecialOffer,HolidaySale2024
26560,MembershipLevel,Silver
26561,SpecialOffer,WinterSale2024
26562,PriorityCustomer,No
26563,PriorityCustomer,No
26564,SpecialOffer,SpringSale2024
26565,DiscountApplied,20%
26566,DiscountApplied,20%
26567,PriorityCustomer,Yes
26568,DiscountApplied,10%
26569,DiscountApplied,30%
26570,DiscountApplied,40%
26571,PriorityCustomer,No
26572,PriorityCustomer,No
26573,SpecialOffer,SpringSale2024
26574,SpecialOffer,SummerSale2024
26575,MembershipLevel,Silver
26576,DiscountApplied,10%
26577,SpecialOffer,HolidaySale2024
26578,MembershipLevel,Gold
26579,PriorityCustomer,Yes
26580,MembershipLevel,Silver
26581,MembershipLevel,Silver
26582,SpecialOffer,SpringSale2024
26583,PriorityCustomer,No
26584,MembershipLevel,Gold
26585,DiscountApplied,30%
26586,PriorityCustomer,Yes
26587,SpecialOffer,SummerSale2024
26588,DiscountApplied,40%
26589,SpecialOffer,SpringSale2024
26590,PriorityCustomer,Yes
26591,MembershipLevel,Gold
26592,PriorityCustomer,No
26593,SpecialOffer,WinterSale2024
26594,DiscountApplied,20%
26595,SpecialOffer,SummerSale2024
26596,MembershipLevel,Platinum
26597,DiscountApplied,30%
26598,PriorityCustomer,Yes
26599,PriorityCustomer,Yes
26600,MembershipLevel,Silver
26601,DiscountApplied,40%
26602,DiscountApplied,30%
26603,MembershipLevel,Platinum
26604,MembershipLevel,Bronze
26605,PriorityCustomer,No
26606,MembershipLevel,Bronze
26607,SpecialOffer,SpringSale2024
26608,PriorityCustomer,No
26609,SpecialOffer,SpringSale2024
26610,PriorityCustomer,Yes
26611,PriorityCustomer,No
26612,PriorityCustomer,Yes
26613,MembershipLevel,Silver
26614,DiscountApplied,10%
26615,DiscountApplied,40%
26616,SpecialOffer,SummerSale2024
26617,DiscountApplied,30%
26618,MembershipLevel,Gold
26619,PriorityCustomer,Yes
26620,DiscountApplied,10%
26621,DiscountApplied,30%
26622,SpecialOffer,SpringSale2024
26623,MembershipLevel,Gold
26624,PriorityCustomer,Yes
26625,SpecialOffer,WinterSale2024
26626,SpecialOffer,HolidaySale2024
26627,DiscountApplied,10%
26628,SpecialOffer,SummerSale2024
26629,MembershipLevel,Gold
26630,SpecialOffer,WinterSale2024
26631,SpecialOffer,SummerSale2024
26632,PriorityCustomer,No
26633,PriorityCustomer,No
26634,PriorityCustomer,No
26635,DiscountApplied,40%
26636,DiscountApplied,20%
26637,PriorityCustomer,No
26638,DiscountApplied,20%
26639,SpecialOffer,HolidaySale2024
26640,MembershipLevel,Silver
26641,PriorityCustomer,No
26642,DiscountApplied,40%
26643,PriorityCustomer,Yes
26644,DiscountApplied,10%
26645,DiscountApplied,20%
26646,DiscountApplied,40%
26647,MembershipLevel,Bronze
26648,SpecialOffer,SummerSale2024
26649,PriorityCustomer,Yes
26650,PriorityCustomer,No
26651,MembershipLevel,Platinum
26652,DiscountApplied,30%
26653,SpecialOffer,SummerSale2024
26654,SpecialOffer,SummerSale2024
26655,SpecialOffer,SpringSale2024
26656,SpecialOffer,HolidaySale2024
26657,DiscountApplied,30%
26658,MembershipLevel,Bronze
26659,PriorityCustomer,Yes
26660,SpecialOffer,SpringSale2024
26661,SpecialOffer,WinterSale2024
26662,SpecialOffer,SpringSale2024
26663,PriorityCustomer,No
26664,DiscountApplied,40%
26665,MembershipLevel,Bronze
26666,SpecialOffer,HolidaySale2024
26667,MembershipLevel,Bronze
26668,MembershipLevel,Bronze
26669,DiscountApplied,40%
26670,DiscountApplied,20%
26671,PriorityCustomer,No
26672,DiscountApplied,10%
26673,DiscountApplied,20%
26674,SpecialOffer,WinterSale2024
26675,PriorityCustomer,No
26676,MembershipLevel,Silver
26677,MembershipLevel,Gold
26678,MembershipLevel,Platinum
26679,SpecialOffer,HolidaySale2024
26680,DiscountApplied,20%
26681,MembershipLevel,Silver
26682,PriorityCustomer,No
26683,SpecialOffer,WinterSale2024
26684,PriorityCustomer,No
26685,DiscountApplied,30%
26686,DiscountApplied,10%
26687,PriorityCustomer,Yes
26688,SpecialOffer,HolidaySale2024
26689,DiscountApplied,40%
26690,MembershipLevel,Gold
26691,DiscountApplied,10%
26692,SpecialOffer,WinterSale2024
26693,PriorityCustomer,No
26694,SpecialOffer,WinterSale2024
26695,PriorityCustomer,No
26696,SpecialOffer,SpringSale2024
26697,MembershipLevel,Bronze
26698,DiscountApplied,30%
26699,PriorityCustomer,Yes
26700,MembershipLevel,Platinum
26701,DiscountApplied,10%
26702,SpecialOffer,SummerSale2024
26703,MembershipLevel,Gold
26704,PriorityCustomer,No
26705,DiscountApplied,20%
26706,DiscountApplied,40%
26707,PriorityCustomer,No
26708,MembershipLevel,Platinum
26709,MembershipLevel,Platinum
26710,SpecialOffer,HolidaySale2024
26711,DiscountApplied,40%
26712,DiscountApplied,10%
26713,SpecialOffer,WinterSale2024
26714,SpecialOffer,HolidaySale2024
26715,SpecialOffer,SummerSale2024
26716,DiscountApplied,10%
26717,PriorityCustomer,No
26718,SpecialOffer,SummerSale2024
26719,SpecialOffer,SpringSale2024
26720,SpecialOffer,SummerSale2024
26721,SpecialOffer,WinterSale2024
26722,SpecialOffer,WinterSale2024
26723,DiscountApplied,20%
26724,DiscountApplied,40%
26725,SpecialOffer,WinterSale2024
26726,SpecialOffer,SpringSale2024
26727,DiscountApplied,40%
26728,DiscountApplied,20%
26729,PriorityCustomer,Yes
26730,DiscountApplied,20%
26731,PriorityCustomer,No
26732,SpecialOffer,SummerSale2024
26733,MembershipLevel,Bronze
26734,SpecialOffer,WinterSale2024
26735,DiscountApplied,40%
26736,PriorityCustomer,No
26737,DiscountApplied,10%
26738,DiscountApplied,20%
26739,PriorityCustomer,No
26740,DiscountApplied,10%
26741,DiscountApplied,30%
26742,PriorityCustomer,No
26743,MembershipLevel,Gold
26744,MembershipLevel,Silver
26745,MembershipLevel,Gold
26746,PriorityCustomer,Yes
26747,MembershipLevel,Silver
26748,MembershipLevel,Silver
26749,DiscountApplied,20%
26750,SpecialOffer,SpringSale2024
26751,MembershipLevel,Bronze
26752,MembershipLevel,Platinum
26753,MembershipLevel,Bronze
26754,MembershipLevel,Platinum
26755,SpecialOffer,SpringSale2024
26756,MembershipLevel,Bronze
26757,PriorityCustomer,No
26758,DiscountApplied,40%
26759,DiscountApplied,20%
26760,DiscountApplied,10%
26761,MembershipLevel,Silver
26762,MembershipLevel,Bronze
26763,DiscountApplied,40%
26764,DiscountApplied,10%
26765,MembershipLevel,Silver
26766,PriorityCustomer,Yes
26767,DiscountApplied,40%
26768,SpecialOffer,WinterSale2024
26769,DiscountApplied,30%
26770,SpecialOffer,WinterSale2024
26771,SpecialOffer,SpringSale2024
26772,DiscountApplied,40%
26773,PriorityCustomer,Yes
26774,PriorityCustomer,No
26775,SpecialOffer,SpringSale2024
26776,PriorityCustomer,No
26777,DiscountApplied,30%
26778,SpecialOffer,WinterSale2024
26779,PriorityCustomer,Yes
26780,PriorityCustomer,No
26781,PriorityCustomer,Yes
26782,PriorityCustomer,Yes
26783,MembershipLevel,Gold
26784,DiscountApplied,10%
26785,SpecialOffer,SummerSale2024
26786,MembershipLevel,Silver
26787,MembershipLevel,Bronze
26788,SpecialOffer,WinterSale2024
26789,PriorityCustomer,Yes
26790,SpecialOffer,WinterSale2024
26791,DiscountApplied,20%
26792,PriorityCustomer,Yes
26793,SpecialOffer,WinterSale2024
26794,PriorityCustomer,Yes
26795,PriorityCustomer,No
26796,MembershipLevel,Gold
26797,DiscountApplied,10%
26798,SpecialOffer,SummerSale2024
26799,PriorityCustomer,No
26800,DiscountApplied,20%
26801,MembershipLevel,Gold
26802,MembershipLevel,Silver
26803,MembershipLevel,Silver
26804,SpecialOffer,HolidaySale2024
26805,MembershipLevel,Gold
26806,DiscountApplied,30%
26807,SpecialOffer,SummerSale2024
26808,PriorityCustomer,No
26809,MembershipLevel,Gold
26810,PriorityCustomer,Yes
26811,PriorityCustomer,No
26812,DiscountApplied,20%
26813,MembershipLevel,Platinum
26814,PriorityCustomer,No
26815,SpecialOffer,SpringSale2024
26816,DiscountApplied,40%
26817,DiscountApplied,40%
26818,DiscountApplied,20%
26819,PriorityCustomer,Yes
26820,SpecialOffer,SpringSale2024
26821,MembershipLevel,Platinum
26822,DiscountApplied,30%
26823,DiscountApplied,40%
26824,PriorityCustomer,Yes
26825,SpecialOffer,SummerSale2024
26826,SpecialOffer,HolidaySale2024
26827,MembershipLevel,Gold
26828,PriorityCustomer,Yes
26829,PriorityCustomer,Yes
26830,DiscountApplied,20%
26831,MembershipLevel,Platinum
26832,PriorityCustomer,Yes
26833,SpecialOffer,SpringSale2024
26834,SpecialOffer,SummerSale2024
26835,MembershipLevel,Silver
26836,SpecialOffer,SummerSale2024
26837,SpecialOffer,SpringSale2024
26838,MembershipLevel,Bronze
26839,SpecialOffer,HolidaySale2024
26840,MembershipLevel,Gold
26841,SpecialOffer,HolidaySale2024
26842,SpecialOffer,HolidaySale2024
26843,MembershipLevel,Bronze
26844,MembershipLevel,Gold
26845,SpecialOffer,WinterSale2024
26846,MembershipLevel,Silver
26847,DiscountApplied,10%
26848,DiscountApplied,30%
26849,MembershipLevel,Gold
26850,DiscountApplied,10%
26851,MembershipLevel,Bronze
26852,SpecialOffer,SpringSale2024
26853,PriorityCustomer,Yes
26854,PriorityCustomer,Yes
26855,SpecialOffer,WinterSale2024
26856,PriorityCustomer,No
26857,SpecialOffer,HolidaySale2024
26858,PriorityCustomer,Yes
26859,PriorityCustomer,No
26860,SpecialOffer,HolidaySale2024
26861,MembershipLevel,Platinum
26862,PriorityCustomer,Yes
26863,DiscountApplied,20%
26864,PriorityCustomer,No
26865,SpecialOffer,WinterSale2024
26866,PriorityCustomer,No
26867,DiscountApplied,10%
26868,DiscountApplied,10%
26869,MembershipLevel,Gold
26870,SpecialOffer,SpringSale2024
26871,PriorityCustomer,Yes
26872,PriorityCustomer,Yes
26873,MembershipLevel,Gold
26874,SpecialOffer,HolidaySale2024
26875,PriorityCustomer,Yes
26876,MembershipLevel,Silver
26877,PriorityCustomer,No
26878,DiscountApplied,30%
26879,MembershipLevel,Gold
26880,SpecialOffer,SpringSale2024
26881,SpecialOffer,WinterSale2024
26882,DiscountApplied,40%
26883,DiscountApplied,40%
26884,PriorityCustomer,Yes
26885,MembershipLevel,Bronze
26886,PriorityCustomer,Yes
26887,SpecialOffer,WinterSale2024
26888,DiscountApplied,20%
26889,DiscountApplied,30%
26890,PriorityCustomer,Yes
26891,PriorityCustomer,Yes
26892,MembershipLevel,Silver
26893,SpecialOffer,SpringSale2024
26894,MembershipLevel,Gold
26895,PriorityCustomer,Yes
26896,PriorityCustomer,Yes
26897,SpecialOffer,SummerSale2024
26898,SpecialOffer,SummerSale2024
26899,DiscountApplied,10%
26900,PriorityCustomer,Yes
26901,PriorityCustomer,Yes
26902,DiscountApplied,30%
26903,SpecialOffer,SummerSale2024
26904,PriorityCustomer,No
26905,PriorityCustomer,Yes
26906,DiscountApplied,40%
26907,MembershipLevel,Gold
26908,DiscountApplied,40%
26909,SpecialOffer,HolidaySale2024
26910,MembershipLevel,Bronze
26911,MembershipLevel,Gold
26912,DiscountApplied,40%
26913,SpecialOffer,SpringSale2024
26914,SpecialOffer,WinterSale2024
26915,SpecialOffer,HolidaySale2024
26916,PriorityCustomer,Yes
26917,SpecialOffer,SpringSale2024
26918,PriorityCustomer,Yes
26919,PriorityCustomer,No
26920,PriorityCustomer,No
26921,DiscountApplied,20%
26922,MembershipLevel,Platinum
26923,MembershipLevel,Gold
26924,PriorityCustomer,No
26925,SpecialOffer,SummerSale2024
26926,MembershipLevel,Bronze
26927,SpecialOffer,SpringSale2024
26928,DiscountApplied,10%
26929,MembershipLevel,Silver
26930,SpecialOffer,WinterSale2024
26931,MembershipLevel,Platinum
26932,SpecialOffer,SummerSale2024
26933,SpecialOffer,SummerSale2024
26934,MembershipLevel,Bronze
26935,PriorityCustomer,Yes
26936,MembershipLevel,Silver
26937,SpecialOffer,WinterSale2024
26938,DiscountApplied,40%
26939,MembershipLevel,Silver
26940,MembershipLevel,Bronze
26941,SpecialOffer,HolidaySale2024
26942,SpecialOffer,HolidaySale2024
26943,SpecialOffer,SpringSale2024
26944,MembershipLevel,Bronze
26945,SpecialOffer,WinterSale2024
26946,DiscountApplied,20%
26947,MembershipLevel,Bronze
26948,DiscountApplied,10%
26949,MembershipLevel,Silver
26950,DiscountApplied,30%
26951,PriorityCustomer,No
26952,MembershipLevel,Platinum
26953,SpecialOffer,HolidaySale2024
26954,DiscountApplied,40%
26955,SpecialOffer,SpringSale2024
26956,SpecialOffer,SpringSale2024
26957,SpecialOffer,WinterSale2024
26958,PriorityCustomer,Yes
26959,MembershipLevel,Bronze
26960,PriorityCustomer,No
26961,PriorityCustomer,No
26962,DiscountApplied,30%
26963,SpecialOffer,HolidaySale2024
26964,MembershipLevel,Silver
26965,SpecialOffer,SummerSale2024
26966,DiscountApplied,20%
26967,MembershipLevel,Bronze
26968,DiscountApplied,10%
26969,SpecialOffer,SpringSale2024
26970,MembershipLevel,Gold
26971,SpecialOffer,SummerSale2024
26972,PriorityCustomer,No
26973,SpecialOffer,SpringSale2024
26974,PriorityCustomer,No
26975,PriorityCustomer,No
26976,SpecialOffer,HolidaySale2024
26977,MembershipLevel,Silver
26978,MembershipLevel,Platinum
26979,SpecialOffer,WinterSale2024
26980,MembershipLevel,Silver
26981,MembershipLevel,Silver
26982,DiscountApplied,40%
26983,SpecialOffer,SummerSale2024
26984,PriorityCustomer,No
26985,DiscountApplied,20%
26986,PriorityCustomer,No
26987,DiscountApplied,20%
26988,DiscountApplied,30%
26989,MembershipLevel,Bronze
26990,SpecialOffer,WinterSale2024
26991,PriorityCustomer,Yes
26992,DiscountApplied,40%
26993,MembershipLevel,Silver
26994,SpecialOffer,HolidaySale2024
26995,PriorityCustomer,No
26996,PriorityCustomer,No
26997,DiscountApplied,30%
26998,MembershipLevel,Platinum
26999,MembershipLevel,Silver
27000,PriorityCustomer,No
27001,SpecialOffer,SummerSale2024
27002,DiscountApplied,30%
27003,PriorityCustomer,No
27004,SpecialOffer,HolidaySale2024
27005,MembershipLevel,Gold
27006,SpecialOffer,WinterSale2024
27007,MembershipLevel,Silver
27008,DiscountApplied,20%
27009,DiscountApplied,40%
27010,SpecialOffer,SummerSale2024
27011,SpecialOffer,HolidaySale2024
27012,PriorityCustomer,Yes
27013,SpecialOffer,SummerSale2024
27014,SpecialOffer,HolidaySale2024
27015,SpecialOffer,HolidaySale2024
27016,DiscountApplied,10%
27017,PriorityCustomer,No
27018,SpecialOffer,SpringSale2024
27019,SpecialOffer,HolidaySale2024
27020,DiscountApplied,20%
27021,DiscountApplied,10%
27022,SpecialOffer,SpringSale2024
27023,MembershipLevel,Gold
27024,SpecialOffer,WinterSale2024
27025,PriorityCustomer,No
27026,SpecialOffer,WinterSale2024
27027,DiscountApplied,10%
27028,DiscountApplied,40%
27029,DiscountApplied,30%
27030,MembershipLevel,Silver
27031,DiscountApplied,30%
27032,PriorityCustomer,Yes
27033,MembershipLevel,Bronze
27034,MembershipLevel,Gold
27035,SpecialOffer,SpringSale2024
27036,SpecialOffer,HolidaySale2024
27037,PriorityCustomer,No
27038,SpecialOffer,WinterSale2024
27039,DiscountApplied,30%
27040,MembershipLevel,Silver
27041,SpecialOffer,WinterSale2024
27042,PriorityCustomer,Yes
27043,PriorityCustomer,Yes
27044,PriorityCustomer,No
27045,SpecialOffer,WinterSale2024
27046,PriorityCustomer,Yes
27047,SpecialOffer,WinterSale2024
27048,MembershipLevel,Gold
27049,MembershipLevel,Gold
27050,DiscountApplied,20%
27051,DiscountApplied,40%
27052,DiscountApplied,20%
27053,MembershipLevel,Gold
27054,PriorityCustomer,Yes
27055,SpecialOffer,HolidaySale2024
27056,MembershipLevel,Platinum
27057,DiscountApplied,40%
27058,SpecialOffer,SpringSale2024
27059,DiscountApplied,40%
27060,PriorityCustomer,Yes
27061,DiscountApplied,30%
27062,MembershipLevel,Silver
27063,SpecialOffer,WinterSale2024
27064,DiscountApplied,10%
27065,PriorityCustomer,No
27066,SpecialOffer,HolidaySale2024
27067,SpecialOffer,SummerSale2024
27068,SpecialOffer,WinterSale2024
27069,DiscountApplied,10%
27070,DiscountApplied,40%
27071,PriorityCustomer,Yes
27072,DiscountApplied,30%
27073,SpecialOffer,HolidaySale2024
27074,PriorityCustomer,Yes
27075,DiscountApplied,10%
27076,SpecialOffer,WinterSale2024
27077,SpecialOffer,HolidaySale2024
27078,MembershipLevel,Platinum
27079,PriorityCustomer,No
27080,SpecialOffer,WinterSale2024
27081,MembershipLevel,Bronze
27082,SpecialOffer,SpringSale2024
27083,DiscountApplied,20%
27084,PriorityCustomer,Yes
27085,DiscountApplied,30%
27086,MembershipLevel,Platinum
27087,PriorityCustomer,No
27088,SpecialOffer,SummerSale2024
27089,DiscountApplied,20%
27090,MembershipLevel,Bronze
27091,MembershipLevel,Bronze
27092,DiscountApplied,40%
27093,DiscountApplied,10%
27094,MembershipLevel,Silver
27095,SpecialOffer,SummerSale2024
27096,PriorityCustomer,No
27097,DiscountApplied,20%
27098,SpecialOffer,HolidaySale2024
27099,PriorityCustomer,No
27100,MembershipLevel,Platinum
27101,PriorityCustomer,Yes
27102,DiscountApplied,30%
27103,PriorityCustomer,Yes
27104,SpecialOffer,SummerSale2024
27105,SpecialOffer,WinterSale2024
27106,SpecialOffer,SpringSale2024
27107,DiscountApplied,40%
27108,DiscountApplied,40%
27109,PriorityCustomer,Yes
27110,DiscountApplied,20%
27111,MembershipLevel,Silver
27112,PriorityCustomer,No
27113,SpecialOffer,WinterSale2024
27114,PriorityCustomer,No
27115,PriorityCustomer,No
27116,PriorityCustomer,Yes
27117,SpecialOffer,HolidaySale2024
27118,DiscountApplied,20%
27119,SpecialOffer,HolidaySale2024
27120,MembershipLevel,Platinum
27121,DiscountApplied,20%
27122,DiscountApplied,30%
27123,PriorityCustomer,No
27124,SpecialOffer,SummerSale2024
27125,SpecialOffer,SpringSale2024
27126,MembershipLevel,Bronze
27127,DiscountApplied,40%
27128,MembershipLevel,Bronze
27129,MembershipLevel,Bronze
27130,DiscountApplied,40%
27131,MembershipLevel,Silver
27132,MembershipLevel,Platinum
27133,DiscountApplied,10%
27134,MembershipLevel,Gold
